Rank,party,total_allocation,state_component,iplc_component,WB Income Group,is_ldc,is_sids,is_eu_ms,un_band
35,Fiji,7.75716725051674,3.87858362525837,3.87858362525837,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
36,Jamaica,7.754789344018988,3.877394672009494,3.877394672009494,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
37,Mauritius,7.751966219275087,3.8759831096375437,3.8759831096375437,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
38,Saint Lucia,7.751522918695466,3.875761459347733,3.875761459347733,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
39,Seychelles,7.7514749770322044,3.8757374885161022,3.8757374885161022,High income,False,True,False,Band 2: 0.001% - 0.01%
40,Antigua and Barbuda,7.7514685848104365,3.8757342924052183,3.8757342924052183,High income,False,True,False,Band 2: 0.001% - 0.01%
41,Barbados,7.751465388699552,3.875732694349776,3.875732694349776,High income,False,True,False,Band 2: 0.001% - 0.01%
42,Maldives,7.751423200035882,3.875711600017941,3.875711600017941,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
43,Democratic Republic of the Congo,7.706671504674724,3.853335752337362,3.853335752337362,Low income,True,False,False,Band 2: 0.001% - 0.01%
44,Sudan,7.579130699845758,3.789565349922879,3.789565349922879,Low income,True,False,False,Band 2: 0.001% - 0.01%
45,Mongolia,7.480210999586901,3.7401054997934504,3.7401054997934504,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
46,Niger,7.386948552386398,3.693474276193199,3.693474276193199,Low income,True,False,False,Band 2: 0.001% - 0.01%
47,Chad,7.384551469223344,3.692275734611672,3.692275734611672,Low income,True,False,False,Band 2: 0.001% - 0.01%
48,Angola,7.380556330618251,3.6902781653091257,3.6902781653091257,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
49,Mali,7.372083440664571,3.6860417203322857,3.6860417203322857,Low income,True,False,False,Band 2: 0.001% - 0.01%
50,Ethiopia,7.3427779164351925,3.6713889582175963,3.6713889582175963,Low income,True,False,False,Band 2: 0.001% - 0.01%
51,Mauritania,7.311520335522257,3.6557601677611284,3.6557601677611284,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
52,United Republic of Tanzania,7.265208688812026,3.632604344406013,3.632604344406013,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
53,Namibia,7.245229799675681,3.6226148998378407,3.6226148998378407,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
54,Mozambique,7.233432954402564,3.616716477201282,3.616716477201282,Low income,True,False,False,Band 2: 0.001% - 0.01%
55,Zambia,7.2196928737119315,3.6098464368559657,3.6098464368559657,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
56,Myanmar,7.190697755771613,3.5953488778858067,3.5953488778858067,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
57,Afghanistan,7.190557126892715,3.5952785634463575,3.5952785634463575,Low income,True,False,False,Band 2: 0.001% - 0.01%
58,South Sudan,7.184069021798044,3.592034510899022,3.592034510899022,Low income,True,False,False,Band 2: 0.001% - 0.01%
59,Somalia,7.182602006902254,3.591301003451127,3.591301003451127,Low income,True,False,False,Band 2: 0.001% - 0.01%
60,Madagascar,7.1680469179361825,3.5840234589680913,3.5840234589680913,Low income,True,False,False,Band 2: 0.001% - 0.01%
61,Yemen,7.150842253047214,3.575421126523607,3.575421126523607,Low income,True,False,False,Band 2: 0.001% - 0.01%
62,Zimbabwe,7.105738736251164,3.552869368125582,3.552869368125582,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
63,Congo,7.091244373391889,3.5456221866959443,3.5456221866959443,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
64,Burkina Faso,7.069542780489027,3.5347713902445137,3.5347713902445137,Low income,True,False,False,Band 2: 0.001% - 0.01%
65,Guinea,7.060632023344229,3.5303160116721144,3.5303160116721144,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
66,Lao People's Democratic Republic,7.0558634259051916,3.5279317129525958,3.5279317129525958,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
67,Uganda,7.046185602148216,3.523092801074108,3.523092801074108,Low income,True,False,False,Band 2: 0.001% - 0.01%
68,Senegal,7.043631909551841,3.5218159547759207,3.5218159547759207,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
69,Kyrgyzstan,7.043398593457303,3.5216992967286513,3.5216992967286513,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
70,Syrian Arab Republic,7.040787370865014,3.520393685432507,3.520393685432507,Low income,False,False,False,Band 2: 0.001% - 0.01%
71,Cambodia,7.038514936026439,3.5192574680132194,3.5192574680132194,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
72,Nepal,7.027913436223966,3.513956718111983,3.513956718111983,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
73,Tajikistan,7.026456009660828,3.513228004830414,3.513228004830414,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
74,Bangladesh,7.02364023597196,3.51182011798598,3.51182011798598,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
75,Democratic People's Republic of Korea,7.0205815578559,3.51029077892795,3.51029077892795,Low income,False,False,False,Band 2: 0.001% - 0.01%
76,Nicaragua,7.020559185079712,3.510279592539856,3.510279592539856,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
77,Benin,7.018136533029583,3.5090682665147916,3.5090682665147916,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
78,Honduras,7.017858471382669,3.5089292356913346,3.5089292356913346,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
79,Malawi,7.012230120115816,3.506115060057908,3.506115060057908,Low income,True,False,False,Band 2: 0.001% - 0.01%
80,Georgia,7.004306961234196,3.502153480617098,3.502153480617098,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
81,Togo,6.999480833799245,3.4997404168996225,3.4997404168996225,Low income,True,False,False,Band 2: 0.001% - 0.01%
82,Republic of Moldova,6.992621979842023,3.4963109899210116,3.4963109899210116,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
83,Armenia,6.991110040411646,3.495555020205823,3.495555020205823,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
84,Equatorial Guinea,6.991062277730594,3.495531138865297,3.495531138865297,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
85,Albania,6.990854530523129,3.4954272652615646,3.4954272652615646,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
86,North Macedonia,6.990157778350402,3.495078889175201,3.495078889175201,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
87,Rwanda,6.989981992251777,3.4949909961258885,3.4949909961258885,Low income,True,False,False,Band 2: 0.001% - 0.01%
88,Djibouti,6.989505771730051,3.4947528858650254,3.4947528858650254,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
89,Eswatini,6.987594497421375,3.4937972487106874,3.4937972487106874,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
90,Montenegro,6.986395955839847,3.4931979779199236,3.4931979779199236,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
91,Guyana,6.744641843183907,3.3723209215919536,3.3723209215919536,High income,False,True,False,Band 3: 0.01% - 0.1%
92,Brazil,6.699487214788648,3.349743607394324,3.349743607394324,Upper middle income,False,False,False,Band 5: 1.0% - 10.0%
93,Dominican Republic,6.692563779608853,3.3462818898044264,3.3462818898044264,Upper middle income,False,True,False,Band 3: 0.01% - 0.1%
94,Bahamas,6.680358464972531,3.3401792324862654,3.3401792324862654,High income,False,True,False,Band 3: 0.01% - 0.1%
95,Trinidad and Tobago,6.678798762861103,3.3393993814305514,3.3393993814305514,High income,False,True,False,Band 3: 0.01% - 0.1%
96,Algeria,6.669158902450203,3.3345794512251015,3.3345794512251015,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
97,Libya,6.4702968832431305,3.2351484416215652,3.2351484416215652,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
98,Bolivia (Plurinational State of),6.254163080818521,3.1270815404092605,3.1270815404092605,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
99,Venezuela (Bolivarian Republic of),6.189841349276535,3.0949206746382676,3.0949206746382676,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
100,Kenya,6.093582895219857,3.0467914476099285,3.0467914476099285,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
101,Ukraine,6.093111053370041,3.0465555266850206,3.0465555266850206,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
102,Botswana,6.089061580879919,3.0445307904399597,3.0445307904399597,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
103,Cameroon,6.059011746347857,3.0295058731739286,3.0295058731739286,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
104,Turkmenistan,6.058123227522085,3.0290616137610424,3.0290616137610424,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
105,Morocco,6.050570817503019,3.0252854087515093,3.0252854087515093,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
106,Uzbekistan,6.048765014853518,3.024382507426759,3.024382507426759,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
107,Paraguay,6.034498224677521,3.0172491123387606,3.0172491123387606,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
108,Côte d’Ivoire,6.0095647148603515,3.0047823574301757,3.0047823574301757,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
109,Gabon,5.990282577896734,2.995141288948367,2.995141288948367,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
110,Ecuador,5.987306998663661,2.9936534993318307,2.9936534993318307,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
111,Ghana,5.980650458525401,2.9903252292627003,2.9903252292627003,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
112,Argentina,5.97697825981493,2.988489129907465,2.988489129907465,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
113,Belarus,5.972804006304999,2.9864020031524996,2.9864020031524996,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
114,Kazakhstan,5.965155845654741,2.9825779228273706,2.9825779228273706,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
115,Tunisia,5.957583167441775,2.9787915837208874,2.9787915837208874,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
116,Guatemala,5.942177912980539,2.9710889564902696,2.9710889564902696,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
117,Jordan,5.936307935730849,2.9681539678654243,2.9681539678654243,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
118,Serbia,5.934804485170981,2.9674022425854907,2.9674022425854907,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
119,Azerbaijan,5.934344245203674,2.967172122601837,2.967172122601837,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
120,Sri Lanka,5.927699530675685,2.9638497653378426,2.9638497653378426,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
121,Bosnia and Herzegovina,5.924292476473261,2.9621462382366306,2.9621462382366306,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
122,El Salvador,5.914550730498605,2.9572753652493025,2.9572753652493025,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
123,Lebanon,5.911198010181211,2.9555990050906056,2.9555990050906056,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
124,Cuba,5.904708190488787,2.9523540952443934,2.9523540952443934,Upper middle income,False,True,False,Band 4: 0.1% - 1.0%
125,Singapore,5.871762040273576,2.935881020136788,2.935881020136788,High income,False,True,False,Band 4: 0.1% - 1.0%
126,Indonesia,5.707183503919376,2.853591751959688,2.853591751959688,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
127,Iran (Islamic Republic of),5.620870781222308,2.810435390611154,2.810435390611154,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
128,Peru,5.51140398344278,2.75570199172139,2.75570199172139,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
129,South Africa,5.490018805517441,2.7450094027587206,2.7450094027587206,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
130,Colombia,5.456910292869321,2.7284551464346607,2.7284551464346607,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
131,Egypt,5.420458648236459,2.7102293241182296,2.7102293241182296,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
132,Nigeria,5.393393981270123,2.6966969906350613,2.6966969906350613,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
133,Pakistan,5.348683586112814,2.674341793056407,2.674341793056407,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
134,Türkiye,5.348284072252304,2.674142036126152,2.674142036126152,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
135,Thailand,5.265587899237777,2.6327939496188884,2.6327939496188884,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
136,Iraq,5.241054552091628,2.620527276045814,2.620527276045814,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
137,Malaysia,5.207310013377576,2.603655006688788,2.603655006688788,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
138,Viet Nam,5.202477174109768,2.601238587054884,2.601238587054884,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
139,Philippines,5.197600228511759,2.5988001142558796,2.5988001142558796,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
140,China,5.148913612205003,2.5744568061025017,2.5744568061025017,Upper middle income,False,False,False,Band 6: > 10.0%
141,India,4.978397484269311,2.4891987421346555,2.4891987421346555,Lower middle income,False,False,False,Band 5: 1.0% - 10.0%
142,Mexico,4.649440967636897,2.3247204838184485,2.3247204838184485,Upper middle income,False,False,False,Band 5: 1.0% - 10.0%
