Rank,party,total_allocation,state_component,iplc_component,WB Income Group,is_ldc,is_sids,is_eu_ms,un_band
18,Saint Kitts and Nevis,8.782970726594527,4.391485363297264,4.391485363297264,High income,False,True,False,Band 1: <= 0.001%
19,Cook Islands,8.782961521795182,4.391480760897591,4.391480760897591,High income,False,True,False,Band 1: <= 0.001%
20,Marshall Islands,8.78294004393004,4.39147002196502,4.39147002196502,Upper middle income,False,True,False,Band 1: <= 0.001%
21,Tuvalu,8.782882513934128,4.391441256967064,4.391441256967064,Upper middle income,True,True,False,Band 1: <= 0.001%
22,Nauru,8.782878678601067,4.3914393393005335,4.3914393393005335,High income,False,True,False,Band 1: <= 0.001%
23,Central African Republic,8.252573817731415,4.1262869088657075,4.1262869088657075,Low income,True,False,False,Band 1: <= 0.001%
24,Eritrea,8.060116114376074,4.030058057188037,4.030058057188037,Low income,True,False,False,Band 1: <= 0.001%
25,Liberia,8.050582166746656,4.025291083373328,4.025291083373328,Low income,True,False,False,Band 1: <= 0.001%
26,Sierra Leone,8.04132367273767,4.020661836368835,4.020661836368835,Low income,True,False,False,Band 1: <= 0.001%
27,Bhutan,8.028268198998406,4.014134099499203,4.014134099499203,Lower middle income,False,False,False,Band 1: <= 0.001%
28,Lesotho,8.025284309877033,4.012642154938517,4.012642154938517,Lower middle income,True,False,False,Band 1: <= 0.001%
29,Burundi,8.023489374004539,4.0117446870022695,4.0117446870022695,Low income,True,False,False,Band 1: <= 0.001%
30,Gambia,8.017521595761796,4.008760797880898,4.008760797880898,Low income,True,False,False,Band 1: <= 0.001%
31,State of Palestine,8.015949109206833,4.0079745546034165,4.0079745546034165,Lower middle income,False,False,False,Band 1: <= 0.001%
32,Papua New Guinea,7.8880725357697905,3.9440362678848953,3.9440362678848953,Lower middle income,False,True,False,Band 2: 0.001% - 0.01%
33,Democratic Republic of the Congo,7.814644055112368,3.907322027556184,3.907322027556184,Low income,True,False,False,Band 2: 0.001% - 0.01%
34,Suriname,7.77594565709011,3.887972828545055,3.887972828545055,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
35,Haiti,7.7249558206902,3.8624779103451,3.8624779103451,Lower middle income,True,True,False,Band 2: 0.001% - 0.01%
36,Fiji,7.721392796276634,3.860696398138317,3.860696398138317,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
37,Jamaica,7.718539308479333,3.8592696542396663,3.8592696542396663,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
38,Mauritius,7.7151515587866495,3.8575757793933247,3.8575757793933247,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
39,Saint Lucia,7.714619598091104,3.857309799045552,3.857309799045552,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
40,Seychelles,7.714562068095191,3.8572810340475954,3.8572810340475954,High income,False,True,False,Band 2: 0.001% - 0.01%
41,Antigua and Barbuda,7.714554397429069,3.8572771987145344,3.8572771987145344,High income,False,True,False,Band 2: 0.001% - 0.01%
42,Barbados,7.714550562096008,3.857275281048004,3.857275281048004,High income,False,True,False,Band 2: 0.001% - 0.01%
43,Maldives,7.714499935699604,3.857249967849802,3.857249967849802,Upper middle income,False,True,False,Band 2: 0.001% - 0.01%
44,Sudan,7.661595089317609,3.8307975446588043,3.8307975446588043,Low income,True,False,False,Band 2: 0.001% - 0.01%
45,Mongolia,7.54289144900698,3.77144572450349,3.77144572450349,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
46,Niger,7.430976512366379,3.7154882561831895,3.7154882561831895,Low income,True,False,False,Band 2: 0.001% - 0.01%
47,Chad,7.428100012570712,3.714050006285356,3.714050006285356,Low income,True,False,False,Band 2: 0.001% - 0.01%
48,Angola,7.4233058462446015,3.7116529231223008,3.7116529231223008,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
49,Mali,7.413138378300186,3.706569189150093,3.706569189150093,Low income,True,False,False,Band 2: 0.001% - 0.01%
50,Ethiopia,7.377971749224931,3.6889858746124653,3.6889858746124653,Low income,True,False,False,Band 2: 0.001% - 0.01%
51,Mauritania,7.340462652129408,3.670231326064704,3.670231326064704,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
52,United Republic of Tanzania,7.284888676077131,3.6424443380385654,3.6424443380385654,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
53,Namibia,7.260914009113518,3.630457004556759,3.630457004556759,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
54,Mozambique,7.246757794785777,3.6233788973928887,3.6233788973928887,Low income,True,False,False,Band 2: 0.001% - 0.01%
55,Zambia,7.230269697957017,3.6151348489785087,3.6151348489785087,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
56,Brazil,7.212445186305627,3.6062225931528133,3.6062225931528133,Upper middle income,False,False,False,Band 5: 1.0% - 10.0%
57,Myanmar,7.195475556428637,3.5977377782143183,3.5977377782143183,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
58,Afghanistan,7.195306801773957,3.5976534008869785,3.5976534008869785,Low income,True,False,False,Band 2: 0.001% - 0.01%
59,South Sudan,7.187521075660354,3.593760537830177,3.593760537830177,Low income,True,False,False,Band 2: 0.001% - 0.01%
60,Somalia,7.185760657785406,3.592880328892703,3.592880328892703,Low income,True,False,False,Band 2: 0.001% - 0.01%
61,Madagascar,7.168294551026119,3.5841472755130597,3.5841472755130597,Low income,True,False,False,Band 2: 0.001% - 0.01%
62,Yemen,7.147648953159355,3.5738244765796776,3.5738244765796776,Low income,True,False,False,Band 2: 0.001% - 0.01%
63,Zimbabwe,7.093524733004095,3.5467623665020476,3.5467623665020476,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
64,Congo,7.076131497572966,3.538065748786483,3.538065748786483,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
65,Burkina Faso,7.050089586089533,3.5250447930447666,3.5250447930447666,Low income,True,False,False,Band 2: 0.001% - 0.01%
66,Guinea,7.039396677515775,3.5196983387578875,3.5196983387578875,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
67,Lao People's Democratic Republic,7.03367436058893,3.516837180294465,3.516837180294465,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
68,Uganda,7.022060972080559,3.5110304860402795,3.5110304860402795,Low income,True,False,False,Band 2: 0.001% - 0.01%
69,Senegal,7.018996540964909,3.5094982704824544,3.5094982704824544,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
70,Kyrgyzstan,7.0187165616514635,3.5093582808257318,3.5093582808257318,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
71,Syrian Arab Republic,7.015583094540718,3.507791547270359,3.507791547270359,Low income,False,False,False,Band 2: 0.001% - 0.01%
72,Cambodia,7.012856172734426,3.506428086367213,3.506428086367213,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
73,Nepal,7.000134372971458,3.500067186485729,3.500067186485729,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
74,Tajikistan,6.998385461095694,3.499192730547847,3.499192730547847,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
75,Bangladesh,6.99500653266905,3.497503266334525,3.497503266334525,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
76,Democratic People's Republic of Korea,6.99133611892978,3.49566805946489,3.49566805946489,Low income,False,False,False,Band 2: 0.001% - 0.01%
77,Nicaragua,6.991309271598353,3.4956546357991765,3.4956546357991765,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
78,Benin,6.988402089138201,3.4942010445691003,3.4942010445691003,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
79,Honduras,6.988068415161903,3.4940342075809516,3.4940342075809516,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
80,Malawi,6.981314393641678,3.490657196820839,3.490657196820839,Low income,True,False,False,Band 2: 0.001% - 0.01%
81,Georgia,6.971806602983736,3.485903301491868,3.485903301491868,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
82,Togo,6.966015250061793,3.4830076250308966,3.4830076250308966,Low income,True,False,False,Band 2: 0.001% - 0.01%
83,Republic of Moldova,6.957784625313127,3.4788923126565634,3.4788923126565634,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
84,Armenia,6.955970297996675,3.4779851489983376,3.4779851489983376,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
85,Equatorial Guinea,6.955912982779413,3.4779564913897065,3.4779564913897065,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
86,Albania,6.955663686130456,3.477831843065228,3.477831843065228,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
87,North Macedonia,6.954827583523182,3.477413791761591,3.477413791761591,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
88,Rwanda,6.954616640204833,3.4773083201024164,3.4773083201024164,Low income,True,False,False,Band 2: 0.001% - 0.01%
89,Djibouti,6.954045175578761,3.4770225877893806,3.4770225877893806,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
90,Eswatini,6.951751646408348,3.475875823204174,3.475875823204174,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
91,Montenegro,6.950313396510516,3.475156698255258,3.475156698255258,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
92,Algeria,6.790146124827143,3.3950730624135717,3.3950730624135717,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
93,Guyana,6.726879499861435,3.3634397499307176,3.3634397499307176,High income,False,True,False,Band 3: 0.01% - 0.1%
94,Dominican Republic,6.664385823571371,3.3321929117856857,3.3321929117856857,Upper middle income,False,True,False,Band 3: 0.01% - 0.1%
95,Bahamas,6.649739446007783,3.3248697230038915,3.3248697230038915,High income,False,True,False,Band 3: 0.01% - 0.1%
96,Trinidad and Tobago,6.647867803474069,3.3239339017370346,3.3239339017370346,High income,False,True,False,Band 3: 0.01% - 0.1%
97,Libya,6.551511701778656,3.275755850889328,3.275755850889328,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
98,Bolivia (Plurinational State of),6.292151138869126,3.146075569434563,3.146075569434563,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
99,Venezuela (Bolivarian Republic of),6.214965061018742,3.107482530509371,3.107482530509371,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
100,Argentina,6.124917247952966,3.062458623976483,3.062458623976483,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
101,Kazakhstan,6.110730350960739,3.0553651754803695,3.0553651754803695,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
102,Kenya,6.099454916150728,3.049727458075364,3.049727458075364,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
103,Ukraine,6.098888705930949,3.0494443529654744,3.0494443529654744,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
104,Botswana,6.0940293389428035,3.0470146694714018,3.0470146694714018,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
105,Cameroon,6.057969537504329,3.0289847687521645,3.0289847687521645,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
106,Turkmenistan,6.056903314913401,3.0284516574567006,3.0284516574567006,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
107,Morocco,6.047840422890522,3.023920211445261,3.023920211445261,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
108,Uzbekistan,6.04567345971112,3.02283672985556,3.02283672985556,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
109,Paraguay,6.028553311499924,3.014276655749962,3.014276655749962,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
110,Côte d’Ivoire,5.998633099719322,2.999316549859661,2.999316549859661,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
111,Gabon,5.97549453536298,2.98774726768149,2.98774726768149,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
112,Ecuador,5.971923840283293,2.9859619201416465,2.9859619201416465,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
113,Ghana,5.9639359921173805,2.9819679960586902,2.9819679960586902,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
114,Belarus,5.954520249452899,2.9772601247264494,2.9772601247264494,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
115,Tunisia,5.93625524281703,2.968127621408515,2.968127621408515,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
116,Guatemala,5.9177689374635465,2.9588844687317732,2.9588844687317732,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
117,Jordan,5.910724964763918,2.955362482381959,2.955362482381959,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
118,Serbia,5.9089208240920765,2.9544604120460383,2.9544604120460383,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
119,Azerbaijan,5.9083685361313085,2.9541842680656543,2.9541842680656543,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
120,Sri Lanka,5.900394878697721,2.9501974393488606,2.9501974393488606,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
121,Bosnia and Herzegovina,5.896306413654814,2.948153206827407,2.948153206827407,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
122,El Salvador,5.884616318485225,2.9423081592426126,2.9423081592426126,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
123,Cuba,5.884347010915438,2.942173505457719,2.942173505457719,Upper middle income,False,True,False,Band 4: 0.1% - 1.0%
124,Lebanon,5.880593054104353,2.9402965270521766,2.9402965270521766,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
125,Singapore,5.844811630657187,2.9224058153285934,2.9224058153285934,High income,False,True,False,Band 4: 0.1% - 1.0%
126,Indonesia,5.8011635408783,2.90058177043915,2.90058177043915,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
127,China,5.737661949877604,2.868830974938802,2.868830974938802,Upper middle income,False,False,False,Band 6: > 10.0%
128,Iran (Islamic Republic of),5.69758827364182,2.84879413682091,2.84879413682091,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
129,Peru,5.566228116306386,2.783114058153193,2.783114058153193,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
130,South Africa,5.540565902795981,2.7702829513979905,2.7702829513979905,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
131,Colombia,5.500835687618235,2.7504178438091174,2.7504178438091174,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
132,Egypt,5.457093714058801,2.7285468570294005,2.7285468570294005,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
133,Nigeria,5.424616113699196,2.712308056849598,2.712308056849598,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
134,Pakistan,5.370963639510426,2.685481819755213,2.685481819755213,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
135,Türkiye,5.370484222877814,2.685242111438907,2.685242111438907,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
136,Thailand,5.271248815260383,2.6356244076301913,2.6356244076301913,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
137,Iraq,5.241808798685002,2.620904399342501,2.620904399342501,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
138,Malaysia,5.20131535222814,2.60065767611407,2.60065767611407,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
139,Viet Nam,5.195515945106771,2.5977579725533855,2.5977579725533855,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
140,Philippines,5.189663610389161,2.5948318051945805,2.5948318051945805,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
141,India,5.147137509682423,2.5735687548412116,2.5735687548412116,Lower middle income,False,False,False,Band 5: 1.0% - 10.0%
142,Mexico,4.752389689723526,2.376194844861763,2.376194844861763,Upper middle income,False,False,False,Band 5: 1.0% - 10.0%
